-0.059338287,712.7071023,296.8021035,-90.36084259,-89.79449649,-22.50323836
9.936270304,712.5983238,296.8019545,-90.06803213,-88.94656877,-22.21041766
22.42672443,712.2550011,296.8019843,-90.03215312,-87.889077,-22.17467013
34.90867466,711.6812468,296.8021333,-90.02022077,-86.83202238,-22.1627668
47.37791047,710.8771801,296.8019545,-90.01444242,-85.77489944,-22.15691674
59.8302111,709.8433971,296.8019843,-90.01061068,-84.71776285,-22.15311403
72.26122171,708.5799575,296.8017459,-90.00817914,-83.6606809,-22.1506876
84.66679603,707.0874572,296.8017459,-90.00649891,-82.60355797,-22.1490125
97.04308212,705.3661942,296.8015969,-90.00518751,-81.54650334,-22.14767549
106.9194153,703.8250566,296.8013585,-90.00433374,-80.48942822,-22.1467961
119.2316711,701.6939521,296.8012989,-90.00350045,-79.43229846,-22.14595257
131.5022111,699.3360519,296.8011498,-90.00285841,-78.37520285,-22.14528492
143.727228,696.7520118,296.800971,-90.00228468,-77.31813456,-22.14469069
158.3313346,693.3544278,296.800673,-90.00186121,-76.26102529,-22.14428088
168.0237651,690.9099817,296.800375,-90.00143773,-75.20391602,-22.14384375
180.0872684,687.6537204,296.8005538,-90.00112354,-74.14683407,-22.14352444
192.088455,684.1754913,296.8001366,-90.00082985,-73.0897248,-22.14321537
204.0235251,680.4763079,296.7999279,-90.00051566,-72.03264968,-22.14289435
215.8883512,676.5577197,296.7994213,-90.00037222,-70.97557456,-22.14269798
227.6788354,672.4210978,296.7992723,-90.00013317,-69.91845163,-22.14249308
239.3909097,668.0673957,296.7991233,-89.99992143,-68.86137651,-22.14225402
251.0207891,663.498342,296.7987061,-89.99973018,-67.80426041,-22.14205424
262.5642121,658.7156057,296.7984378,-89.99963456,-66.74719895,-22.14192959
274.0175724,653.7206173,296.7984676,-89.99949796,-65.69009651,-22.14177591
285.376817,648.5153437,296.7977226,-89.9993955,-64.84441592,-22.14167175
294.3938673,644.2007422,296.7974544,-89.99927256,-63.78731348,-22.14154368
303.3462167,639.7534609,296.7972457,-89.99921109,-63.15304109,-22.14146684
312.2320175,635.1745129,296.7967987,-89.99910181,-62.30738782,-22.14135585
323.2424855,629.2673945,296.7965901,-89.99901984,-61.25029904,-22.1412534
334.1422975,623.1580377,296.7960835,-89.99893788,-60.19321709,-22.14114582
344.9275494,616.8486476,296.7957854,-89.99888324,-59.13608733,-22.14107923
355.5945158,610.3413105,296.7953086,-89.99874664,-58.07897806,-22.14095458
366.1395013,603.6384106,296.794802,-89.99870566,-57.02190977,-22.14089481
376.5591681,596.742034,296.7945039,-89.99863735,-55.96481075,-22.14080773
386.8496716,589.6546245,296.7939079,-89.99857588,-54.90771855,-22.14073601
394.9869573,583.8487744,296.7935205,-89.99851441,-53.85064002,-22.14065234
405.0365388,576.4235258,296.793133,-89.99845977,-52.79354782,-22.1405977
414.9475098,568.8141584,296.7923582,-89.9983983,-51.73644879,-22.1405294
424.7162938,561.0234141,296.7920005,-89.99837098,-50.67936343,-22.14048329
434.3396425,553.0537367,296.7914045,-89.99832316,-49.62225416,-22.14041158
443.8145757,544.9074507,296.7907786,-89.99828901,-48.56516538,-22.14036718
453.1373382,536.5882516,296.7903912,-89.9982412,-47.50806294,-22.14031254
462.3052478,528.0984044,296.7897356,-89.99819339,-46.66240284,-22.14024936
471.3147879,519.4407701,296.7891097,-89.9981729,-45.60528333,-22.14019984
480.1631272,510.618329,296.7886925,-89.99812509,-44.33678977,-22.14014349
488.8473451,501.6342998,296.788007,-89.99811143,-43.49111943,-22.140123
495.6742227,494.3324327,296.7875004,-89.99809777,-42.43403748,-22.14007177
502.3930669,486.9307876,296.7869639,-89.99805679,-41.58835347,-22.14004104
510.6360912,477.5406718,296.7865765,-89.99801581,-40.53126811,-22.13998469
518.7048912,467.9999053,296.785742,-89.99799531,-39.68558411,-22.13994883
525.0321031,460.2612853,296.7852652,-89.99800215,-38.6284885,-22.13992663
532.779634,450.4579008,296.7846096,-89.99795433,-37.57137923,-22.13988565
540.3448939,440.5133426,296.7839539,-89.9979475,-36.51429045,-22.13985321
547.7254391,430.4307699,296.7832685,-89.99792018,-35.45720167,-22.13981393
554.918766,420.2138782,296.7827916,-89.99789286,-34.40011289,-22.13977466
561.9221926,409.8661542,296.7818975,-89.99787237,-33.34301045,-22.13973368
568.7337518,399.3906975,296.7811227,-89.99785188,-32.28592167,-22.13969953
575.3507018,388.7915313,296.7805862,-89.99784505,-31.22882606,-22.13966879
581.7711353,378.0720234,296.7799306,-89.99780407,-30.17173728,-22.1396244
587.9924893,367.2360182,296.7793047,-89.99778358,-29.11464167,-22.13958854
592.8252339,358.4855795,296.7786193,-89.99778358,-28.26895083,-22.13957317
598.6834764,347.4490047,296.7776656,-89.99777675,-27.21186035,-22.13953219
604.3371558,336.3059759,296.7771292,-89.99776992,-26.15476474,-22.13950828
609.7842455,325.060606,296.7763245,-89.9977426,-25.09768108,-22.13948779
615.0228977,313.7168884,296.7757285,-89.9977426,-24.04058888,-22.13943486
620.0515032,302.2783399,296.7749238,-89.99772211,-22.9834762,-22.13941949
624.8682141,290.7489538,296.7741191,-89.99772211,-21.9264062,-22.13938192
629.4713616,279.1325748,296.7732847,-89.99770162,-20.86931913,-22.13936656
633.859694,267.4332261,296.772629,-89.99768796,-19.8122201,-22.1393307
638.0309463,255.6549609,296.7717946,-89.9976743,-18.96652927,-22.13932557
641.9844627,243.8018918,296.7707813,-89.99768796,-17.90944049,-22.13929484
645.7187533,231.8776995,296.7699766,-89.99766064,-16.85236879,-22.13925215
649.2321491,219.8867947,296.7692614,-89.99766747,-15.79526122,-22.13923849
652.5238752,207.8329772,296.7686057,-89.99765381,-14.73815537,-22.13920775
655.5925608,195.7204938,296.7678308,-89.99765381,-13.68107,-22.13918214
658.4374905,183.5534126,296.767056,-89.99764014,-12.62397268,-22.13914799
661.0571742,171.3364422,296.7660725,-89.99762648,-11.56687537,-22.13912579
663.451314,159.0726823,296.7652082,-89.99765381,-10.50977805,-22.13910189
665.6186581,146.7668414,296.7644632,-89.99762648,-9.452704635,-22.13908481
667.5586104,134.4232261,296.7635691,-89.99762648,-8.395615001,-22.13904212
669.2703962,122.046046,296.7629433,-89.99762648,-7.338506584,-22.13902163
670.753777,109.6393168,296.7621982,-89.99760599,-6.281420366,-22.13898748
671.7754602,99.6953994,296.7614233,-89.99761965,-5.647151388,-22.13898748
